omega_f,T
48.9670588392766,0.0127804023570512
47.0177296325406,0.112271627434093
45.0091335233573,0.211747383849596
43.0156712610929,0.311227090199145
41.0189880955406,0.410705955892936
39.0156884096851,0.510183094674928
