omega_f,T
46.1594642313938,0.0120476201643938
42.3967594516127,0.111065554216871
38.6275367863585,0.21008178710124
34.8610842577899,0.309098742991283
31.066731258314,0.40810841685842
27.3277841288984,0.507132551657642
