LabVIEW Measurement						
Writer_Version	2					
Reader_Version	2					
Separator	Tab					
Decimal_Separator	.					
Multi_Headings	No					
X_Columns	No					
Time_Pref	Relative					
Operator	Lab					
Date	2019/09/27					
Time	14:50:03.3754382133483886719					
***End_of_Header***						
						
Channels	5					
Samples	1	1	1	1	1	
Date	2019/09/27	2019/09/27	2019/09/27	2019/09/27	2019/09/27	
Time	14:50:03.3754382133483886719	14:50:03.3754382133483886719	14:50:03.3754382133483886719	14:50:03.3754382133483886719	14:50:03.3754382133483886719	
X_Dimension	Time	Time	Time	Time	Time	
X0	0	0	0	0	0	
Delta_X	1	1	1	1	1	
***End_of_Header***						
X_Value	Time (s)	Tank A Level	Tank B Level	Volts to Valve	Setpoint Level	Comment
	15.7	-0.44864	1.019009	5.980991	7	
	15.8	-0.449299	1.072866	5.927134	7	
	15.9	-0.448837	1.107559	5.892441	7	
	16	-0.448464	1.135404	5.864596	7	
	16.1	-0.448886	1.186877	5.813123	7	
	16.2	-0.448778	1.222809	5.777191	7	
	16.3	-0.44867	1.239869	5.760131	7	
	16.4	-0.448483	1.282994	5.717006	7	
	16.5	-0.449092	1.331407	5.668593	7	
	16.6	-0.449024	1.348468	5.651532	7	
	16.7	-0.448768	1.382787	5.617213	7	
	16.8	-0.448503	1.409996	5.590004	7	
	16.9	-0.448975	1.457618	5.542382	7	
	17	-0.448984	1.496892	5.503108	7	
	17.1	-0.448365	1.517762	5.482238	7	
	17.2	-0.448552	1.556015	5.443985	7	
	17.3	-0.448582	1.608082	5.391918	7	
	17.4	-0.448277	1.64213	5.35787	7	
	17.5	-0.447609	1.652872	5.347128	7	
	17.6	-0.447717	1.681372	5.318628	7	
	17.7	-0.448326	1.726912	5.273088	7	
	17.8	-0.447628	1.761596	5.238404	7	
	17.9	-0.44754	1.781706	5.218294	7	
	18	-0.447231	1.807116	5.192884	7	
	18.1	-0.446882	1.85457	5.14543	7	
	18.2	-0.446361	1.904617	5.095383	7	
	18.3	-0.446302	1.917503	5.082497	7	
	18.4	-0.445909	1.928964	5.071036	7	
	18.5	-0.446273	1.973754	5.026246	7	
	18.6	-0.446872	2.000516	4.999484	7	
	18.7	-0.447009	2.019076	4.980924	7	
	18.8	-0.446892	2.058391	4.941609	7	
	18.9	-0.447255	2.099299	4.900701	7	
	19	-0.447245	2.127799	4.872201	7	
	19.1	-0.447059	2.145172	4.854828	7	
	19.2	-0.44697	2.188088	4.811912	7	
	19.3	-0.446941	2.221366	4.778634	7	
	19.4	-0.446312	2.243049	4.756951	7	
	19.5	-0.446125	2.27438	4.72562	7	
	19.6	-0.446243	2.307877	4.692123	7	
	19.7	-0.446135	2.330912	4.669088	7	
	19.8	-0.445752	2.355748	4.644252	7	
	19.9	-0.445467	2.382323	4.617677	7	
	20	-0.445595	2.41076	4.58924	7	
	20.1	-0.445821	2.439469	4.560531	7	
	20.2	-0.445712	2.451783	4.548217	7	
	20.3	-0.446115	2.480668	4.519332	7	
	20.4	-0.446626	2.500935	4.499065	7	
	20.5	-0.44639	2.524251	4.475749	7	
	20.6	-0.446174	2.54789	4.45211	7	
	20.7	-0.446607	2.561183	4.438817	7	
	20.8	-0.446125	2.593295	4.406705	7	
	20.9	-0.445978	2.587424	4.412576	7	
	21	-0.44587	2.615664	4.384336	7	
	21.1	-0.44587	2.638033	4.361967	7	
	21.2	-0.445339	2.64889	4.35111	7	
	21.3	-0.445103	2.671093	4.328907	7	
	21.4	-0.444917	2.703111	4.296889	7	
	21.5	-0.444543	2.701664	4.298336	7	
	21.6	-0.444691	2.752908	4.247092	7	
	21.7	-0.444337	2.77128	4.22872	7	
	21.8	-0.444317	2.804704	4.195296	7	
	21.9	-0.444425	2.83742	4.16258	7	
	22	-0.444573	2.856791	4.143209	7	
	22.1	-0.444248	2.872374	4.127626	7	
	22.2	-0.44417	2.89009	4.10991	7	
	22.3	-0.444003	2.93079	4.06921	7	
	22.4	-0.443865	2.959654	4.040346	7	
	22.5	-0.444199	2.987811	4.012189	7	
	22.6	-0.44416	3.007797	3.992203	7	
	22.7	-0.444435	3.034329	3.965671	7	
	22.8	-0.444691	3.057604	3.942396	7	
	22.9	-0.444691	3.077746	3.922254	7	
	23	-0.44474	3.103248	3.896752	7	
	23.1	-0.444789	3.113564	3.886436	7	
	23.2	-0.444533	3.147799	3.852201	7	
	23.3	-0.444632	3.171522	3.828478	7	
	23.4	-0.444926	3.196077	3.803923	7	
	23.5	-0.444877	3.222214	3.777786	7	
	23.6	-0.444946	3.248122	3.751878	7	
	23.7	-0.445172	3.275144	3.724856	7	
	23.8	-0.445074	3.308849	3.691151	7	
	23.9	-0.44473	3.328314	3.671686	7	
	24	-0.445005	3.350881	3.649119	7	
	24.1	-0.44471	3.357803	3.642197	7	
	24.2	-0.444533	3.38647	3.61353	7	
	24.3	-0.44475	3.409308	3.590692	7	
	24.4	-0.444632	3.418093	3.581907	7	
	24.5	-0.444524	3.439026	3.560974	7	
	24.6	-0.44474	3.470055	3.529945	7	
	24.7	-0.444307	3.492768	3.507232	7	
	24.8	-0.44414	3.514284	3.485716	7	
	24.9	-0.444131	3.532791	3.467209	7	
	25	-0.444229	3.557679	3.442321	7	
	25.1	-0.444563	3.57627	3.42373	7	
	25.2	-0.444533	3.598483	3.401517	7	
	25.3	-0.443944	3.61672	3.38328	7	
	25.4	-0.44417	3.638412	3.361588	7	
	25.5	-0.44473	3.660855	3.339145	7	
	25.6	-0.444594	3.687722	3.312278	7	
	25.7	-0.444789	3.702996	3.297004	7	
	25.8	-0.444926	3.718115	3.281885	7	
	25.9	-0.444239	3.743846	3.256154	7	
	26	-0.444327	3.767881	3.232119	7	
	26.1	-0.444353	3.785701	3.214299	7	
	26.2	-0.443913	3.804109	3.195891	7	
	26.3	-0.443521	3.820707	3.179293	7	
	26.4	-0.443158	3.834552	3.165448	7	
	26.5	-0.443364	3.85181	3.14819	7	
	26.6	-0.443158	3.876875	3.123125	7	
	26.7	-0.44302	3.894581	3.105419	7	
	26.8	-0.443119	3.916378	3.083622	7	
	26.9	-0.442991	3.929077	3.070923	7	
	27	-0.443394	3.946762	3.053238	7	
	27.1	-0.442755	3.961866	3.038134	7	
	27.2	-0.442598	3.979332	3.020668	7	
	27.3	-0.442696	3.994956	3.005044	7	
	27.4	-0.442362	4.00854	2.99146	7	
	27.5	-0.442411	4.023852	2.976148	7	
	27.6	-0.442264	4.048574	2.951426	7	
	27.7	-0.442224	4.061335	2.938665	7	
	27.8	-0.442627	4.080342	2.919658	7	
	27.9	-0.442814	4.102691	2.897309	7	
	28	-0.443158	4.107552	2.892448	7	
	28.1	-0.442961	4.128047	2.871953	7	
	28.2	-0.442804	4.137832	2.862168	7	
	28.3	-0.442824	4.157838	2.842162	7	
	28.4	-0.442559	4.169757	2.830243	7	
	28.5	-0.442755	4.179729	2.820271	7	
	28.6	-0.442971	4.204835	2.795165	7	
	28.7	-0.442971	4.211279	2.788721	7	
	28.8	-0.442568	4.225789	2.774211	7	
	28.9	-0.443256	4.239571	2.760429	7	
	29	-0.443178	4.251728	2.748272	7	
	29.1	-0.443207	4.271724	2.728276	7	
	29.2	-0.442991	4.286026	2.713974	7	
	29.3	-0.442755	4.286942	2.713058	7	
	29.4	-0.442932	4.308292	2.691708	7	
	29.5	-0.442853	4.323562	2.676438	7	
	29.6	-0.443384	4.338655	2.661345	7	
	29.7	-0.443462	4.345806	2.654194	7	
	29.8	-0.443443	4.357142	2.642858	7	
	29.9	-0.443109	4.370528	2.629472	7	
	30	-0.442942	4.382259	2.617741	7	
	30.1	-0.442893	4.398445	2.601555	7	
	30.2	-0.442804	4.414902	2.585098	7	
	30.3	-0.442804	4.420044	2.579956	7	
	30.4	-0.442785	4.439561	2.560439	7	
	30.5	-0.44306	4.452708	2.547292	7	
	30.6	-0.442922	4.463741	2.536259	7	
	30.7	-0.443001	4.477544	2.522456	7	
	30.8	-0.443227	4.485569	2.514431	7	
	30.9	-0.443688	4.490743	2.509257	7	
	31	-0.443728	4.500038	2.499962	7	
	31.1	-0.443846	4.512893	2.487107	7	
	31.2	-0.443669	4.5179	2.4821	7	
	31.3	-0.443335	4.534909	2.465091	7	
	31.4	-0.443964	4.542133	2.457867	7	
	31.5	-0.44474	4.553374	2.446626	7	
	31.6	-0.444553	4.566677	2.433323	7	
	31.7	-0.44473	4.575723	2.424277	7	
	31.8	-0.444926	4.584279	2.415721	7	
	31.9	-0.444445	4.592794	2.407206	7	
	32	-0.444632	4.603526	2.396474	7	
	32.1	-0.444288	4.607585	2.392415	7	
	32.2	-0.444209	4.622043	2.377957	7	
	32.3	-0.444101	4.627779	2.372221	7	
	32.4	-0.444553	4.640228	2.359772	7	
	32.5	-0.4447	4.652251	2.347749	7	
	32.6	-0.444533	4.661213	2.338787	7	
	32.7	-0.444651	4.664565	2.335435	7	
	32.8	-0.444455	4.671164	2.328836	7	
	32.9	-0.444671	4.687257	2.312743	7	
	33	-0.444809	4.689599	2.310401	7	
	33.1	-0.4447	4.697176	2.302824	7	
	33.2	-0.444877	4.709543	2.290457	7	
	33.3	-0.444838	4.719171	2.280829	7	
	33.4	-0.445084	4.730819	2.269181	7	
	33.5	-0.445673	4.738386	2.261614	7	
	33.6	-0.445654	4.747411	2.252589	7	
	33.7	-0.445978	4.74994	2.25006	7	
	33.8	-0.446499	4.760391	2.239609	7	
	33.9	-0.446508	4.763722	2.236278	7	
	34	-0.446783	4.773278	2.226722	7	
	34.1	-0.446941	4.780314	2.219686	7	
	34.2	-0.446734	4.787934	2.212066	7	
	34.3	-0.446626	4.796136	2.203864	7	
	34.4	-0.446774	4.802142	2.197858	7	
	34.5	-0.446715	4.809023	2.190977	7	
	34.6	-0.447039	4.816985	2.183015	7	
	34.7	-0.446715	4.823377	2.176623	7	
	34.8	-0.44695	4.829414	2.170586	7	
	34.9	-0.446774	4.835503	2.164497	7	
	35	-0.447118	4.841582	2.158418	7	
	35.1	-0.446931	4.848837	2.151163	7	
	35.2	-0.44695	4.854614	2.145386	7	
	35.3	-0.446459	4.859954	2.140046	7	
	35.4	-0.44641	4.866137	2.133863	7	
	35.5	-0.44605	4.872929	2.127071	7	
	35.6	-0.445997	4.879086	2.120914	7	
	35.7	-0.445644	4.884062	2.115938	7	
	35.8	-0.445958	4.891057	2.108943	7	
	35.9	-0.446007	4.898884	2.101116	7	
	36	-0.446086	4.903777	2.096223	7	
	36.1	-0.446538	4.908825	2.091175	7	
	36.2	-0.446901	4.916268	2.083732	7	
	36.3	-0.446548	4.91836	2.08164	7	
	36.4	-0.446548	4.921868	2.078132	7	
	36.5	-0.446282	4.930174	2.069826	7	
	36.6	-0.445595	4.93591	2.06409	7	
	36.7	-0.445654	4.938283	2.061717	7	
	36.8	-0.446027	4.937731	2.062269	7	
	36.9	-0.445948	4.946839	2.053161	7	
	37	-0.446263	4.951846	2.048154	7	
	37.1	-0.44639	4.958914	2.041086	7	
	37.2	-0.446302	4.963348	2.036652	7	
	37.3	-0.446037	4.965753	2.034247	7	
	37.4	-0.446037	4.974444	2.025556	7	
	37.5	-0.446302	4.979815	2.020185	7	
	37.6	-0.446194	4.979035	2.020965	7	
	37.7	-0.446155	4.98985	2.01015	7	
	37.8	-0.446282	4.994336	2.005664	7	
	37.9	-0.446695	4.99774	2.00226	7	
	38	-0.446823	5.001924	1.998076	7	
	38.1	-0.446813	5.011959	1.988041	7	
	38.2	-0.446184	5.007587	1.992413	7	
	38.3	-0.446341	5.016768	1.983232	7	
	38.4	-0.446744	5.020963	1.979037	7	
	38.5	-0.446754	5.025917	1.974083	7	
	38.6	-0.447019	5.028655	1.971345	7	
	38.7	-0.447687	5.034547	1.965453	7	
	38.8	-0.447432	5.040469	1.959531	7	
	38.9	-0.447992	5.045164	1.954836	7	
	39	-0.447933	5.048391	1.951609	7	
	39.1	-0.447717	5.052461	1.947539	7	
	39.2	-0.448247	5.058227	1.941773	7	
	39.3	-0.447874	5.06161	1.93839	7	
	39.4	-0.447727	5.066097	1.933903	7	
	39.5	-0.447481	5.067773	1.932227	7	
	39.6	-0.447609	5.076256	1.923744	7	
	39.7	-0.447737	5.078848	1.921152	7	
	39.8	-0.448071	5.085343	1.914657	7	
