Time - Low Level,Amplitude - Low Level,Time - High Level,Amplitude - High Level,Time - Set Value,Amplitude - Set Value,Time - Tank B Level,Amplitude - Tank B Level,Time - Tank A Level,Amplitude - Tank A Level,Time - Volts to Valve,Amplitude - Volts to Valve
7171,6,7171,8,7171,5,7171,6.02148,7171,-0.453121,7171,10
7172,6,7172,8,7172,5,7172,5.99883,7172,-0.453897,7172,10
7173,6,7173,8,7173,5,7173,6.03489,7173,-0.453288,7173,10
7174,6,7174,8,7174,5,7174,6.05945,7174,-0.453435,7174,10
7175,6,7175,8,7175,5,7175,6.07766,7175,-0.453553,7175,10
7176,6,7176,8,7176,5,7176,6.10345,7176,-0.453583,7176,10
7177,6,7177,8,7177,5,7177,6.13502,7177,-0.454054,7177,10
7178,6,7178,8,7178,5,7178,6.16366,7178,-0.453966,7178,10
7179,6,7179,8,7179,5,7179,6.19001,7179,-0.45376,7179,10
7180,6,7180,8,7180,5,7180,6.22017,7180,-0.453504,7180,10
7181,6,7181,8,7181,5,7181,6.24501,7181,-0.453563,7181,10
7182,6,7182,8,7182,5,7182,6.2728,7182,-0.45372,7182,10
7183,6,7183,8,7183,5,7183,6.30266,7183,-0.453877,7183,10
7184,6,7184,8,7184,5,7184,6.3302,7184,-0.453416,7184,10
7185,6,7185,8,7185,5,7185,6.36058,7185,-0.453141,7185,10
7186,6,7186,8,7186,5,7186,6.38722,7186,-0.453327,7186,10
7187,6,7187,8,7187,5,7187,6.41817,7187,-0.453042,7187,10
7188,6,7188,8,7188,5,7188,6.44611,7188,-0.45372,7188,10
7189,6,7189,8,7189,5,7189,6.47818,7189,-0.453789,7189,10
7190,6,7190,8,7190,5,7190,6.50385,7190,-0.453651,7190,10
7191,6,7191,8,7191,5,7191,6.5282,7191,-0.453897,7191,10
7192,6,7192,8,7192,5,7192,6.55391,7192,-0.45428,7192,10
7193,6,7193,8,7193,5,7193,6.5934,7193,-0.454526,7193,10
7194,6,7194,8,7194,5,7194,6.62002,7194,-0.454388,7194,10
7195,6,7195,8,7195,5,7195,6.64812,7195,-0.45429,7195,10
7196,6,7196,8,7196,5,7196,6.67611,7196,-0.454162,7196,10
7197,6,7197,8,7197,5,7197,6.70596,7197,-0.453701,7197,10
7198,6,7198,8,7198,5,7198,6.74033,7198,-0.453671,7198,10
7199,6,7199,8,7199,5,7199,6.76254,7199,-0.454044,7199,10
7200,6,7200,8,7200,5,7200,6.8039,7200,-0.453789,7200,10
7201,6,7201,8,7201,5,7201,6.80989,7201,-0.453701,7201,10
7202,6,7202,8,7202,5,7202,6.85868,7202,-0.453681,7202,10
7203,6,7203,8,7203,5,7203,6.88189,7203,-0.453239,7203,10
7204,6,7204,8,7204,5,7204,6.9115,7204,-0.453141,7204,10
7205,6,7205,8,7205,5,7205,6.94236,7205,-0.452924,7205,10
7206,6,7206,8,7206,5,7206,6.97237,7206,-0.452865,7206,10
7207,6,7207,8,7207,5,7207,7.00389,7207,-0.452865,7207,10
7208,6,7208,8,7208,5,7208,7.0313,7208,-0.452384,7208,10
7209,6,7209,8,7209,5,7209,7.05683,7209,-0.452217,7209,10
7210,6,7210,8,7210,5,7210,7.08936,7210,-0.452217,7210,10
7211,6,7211,8,7211,5,7211,7.11752,7211,-0.45261,7211,10
7212,6,7212,8,7212,5,7212,7.14913,7212,-0.452472,7212,10
7213,6,7213,8,7213,5,7213,7.17502,7213,-0.452551,7213,10
7214,6,7214,8,7214,5,7214,7.20755,7214,-0.452649,7214,10
7215,6,7215,8,7215,5,7215,7.2316,7215,-0.452728,7215,10
7216,6,7216,8,7216,5,7216,7.26252,7216,-0.452738,7216,10
7217,6,7217,8,7217,5,7217,7.29437,7217,-0.452718,7217,10
7218,6,7218,8,7218,5,7218,7.31988,7218,-0.452757,7218,10
7219,6,7219,8,7219,5,7219,7.35076,7219,-0.452954,7219,10
7220,6,7220,8,7220,5,7220,7.37494,7220,-0.45259,7220,10
7221,6,7221,8,7221,5,7221,7.41072,7221,-0.452816,7221,10
7222,6,7222,8,7222,5,7222,7.4352,7222,-0.453111,7222,10
7223,6,7223,8,7223,5,7223,7.46303,7223,-0.452669,7223,10
7224,6,7224,8,7224,5,7224,7.49246,7224,-0.451961,7224,10
7225,6,7225,8,7225,5,7225,7.5211,7225,-0.451608,7225,10
7226,6,7226,8,7226,5,7226,7.55057,7226,-0.45149,7226,10
7227,6,7227,8,7227,5,7227,7.57866,7227,-0.450841,7227,10
7228,6,7228,8,7228,5,7228,7.60633,7228,-0.451097,7228,10
7229,6,7229,8,7229,5,7229,7.63776,7229,-0.451254,7229,10
7230,6,7230,8,7230,5,7230,7.66724,7230,-0.451431,7230,10
7231,6,7231,8,7231,5,7231,7.69387,7231,-0.45146,7231,10
7232,6,7232,8,7232,5,7232,7.72512,7232,-0.451588,7232,10
7233,6,7233,8,7233,5,7233,7.74998,7233,-0.451745,7233,10
7234,6,7234,8,7234,5,7234,7.781,7234,-0.451598,7234,10
7235,6,7235,8,7235,5,7235,7.81219,7235,-0.45146,7235,10
7236,6,7236,8,7236,5,7236,7.84164,7236,-0.451225,7236,10
7237,6,7237,8,7237,5,7237,7.87109,7237,-0.450979,7237,10
7238,6,7238,8,7238,5,7238,7.89272,7238,-0.451058,7238,10
7239,6,7239,8,7239,5,7239,7.9235,7239,-0.451352,7239,10
7240,6,7240,8,7240,5,7240,7.94997,7240,-0.451745,7240,10
7241,6,7241,8,7241,5,7241,7.98249,7241,-0.451706,7241,10
7242,6,7242,8,7242,5,7242,8.01154,7242,-0.451745,7242,0
7243,6,7243,8,7243,5,7243,7.94959,7243,-0.452168,7243,0
7244,6,7244,8,7244,5,7244,8.0681,7244,-0.451667,7244,0
7245,6,7245,8,7245,5,7245,7.99844,7245,-0.45204,7245,0
7246,6,7246,8,7246,5,7246,7.99814,7246,-0.452187,7246,0
7247,6,7247,8,7247,5,7247,7.98601,7247,-0.452502,7247,0
7248,6,7248,8,7248,5,7248,7.9679,7248,-0.452915,7248,0
7249,6,7249,8,7249,5,7249,7.95702,7249,-0.453484,7249,0
7250,6,7250,8,7250,5,7250,7.94538,7250,-0.453111,7250,0
7251,6,7251,8,7251,5,7251,7.92956,7251,-0.453435,7251,0
7252,6,7252,8,7252,5,7252,7.91629,7252,-0.453298,7252,0
7253,6,7253,8,7253,5,7253,7.9013,7253,-0.453475,7253,0
7254,6,7254,8,7254,5,7254,7.88924,7254,-0.45374,7254,0
7255,6,7255,8,7255,5,7255,7.8727,7255,-0.453799,7255,0
7256,6,7256,8,7256,5,7256,7.85807,7256,-0.453887,7256,0
7257,6,7257,8,7257,5,7257,7.84471,7257,-0.454198,7257,0
7258,6,7258,8,7258,5,7258,7.82919,7258,-0.454536,7258,0
